2021-07-24 06:55:17.065026|SLBBLP|NULL
2021-07-24 06:55:18.181349|SLBBL|NULL
2021-07-24 06:55:19.295439|SPDL|NULL
2021-07-24 06:55:20.420746|TRH|NULL
2021-07-24 06:55:21.527653|TDBLPO|NULL
2021-07-24 06:55:22.633778|TBBLP|NULL
2021-07-24 06:55:23.746939|UNL|NULL
2021-07-24 06:55:24.849211|UFCLPO|NULL
2021-07-24 06:55:25.952355|UNHPL|NULL
2021-07-24 06:55:27.062003|UFILPO|NULL
2021-07-24 06:55:28.173027|UFL|NULL
2021-07-24 06:55:29.282805|UFLPO|NULL
2021-07-24 06:55:30.408836|UMRH|NULL
2021-07-24 06:55:31.503999|UIC|NULL
2021-07-24 06:55:32.615895|UICPO|NULL
2021-07-24 06:55:33.735486|UMHL|NULL
2021-07-24 06:55:34.852041|UPCL|NULL
2021-07-24 06:55:35.964874|USLB|NULL
2021-07-24 06:55:37.094766|USLBP|NULL
2021-07-24 06:55:38.198421|UPPER|NULL
2021-07-24 06:55:39.303386|VLBS|NULL
2021-07-24 06:55:40.422097|VLBSPO|NULL
2021-07-24 06:55:41.537074|WOMI|NULL
2021-07-24 06:55:42.644434|WOMIPO|NULL
2021-07-24 06:55:43.744339|YHL|NULL
